10 Speakers	{"count": 214}
Mileage:74259	{"count": 13}
Mileage:75454	{"count": 31}
Mileage:76515	{"count": 14}
Mileage:76533	{"count": 9}
Mileage:76624	{"count": 5}
Mileage:76698	{"count": 8}
Mileage:76886	{"count": 2}
Mileage:76954	{"count": 10}
Mileage:77030	{"count": 11}
Mileage:77114	{"count": 5}
Mileage:77129	{"count": 8}
Mileage:77261	{"count": 7}
Mileage:77346	{"count": 3}
Mileage:77488	{"count": 6}
Mileage:78864	{"count": 2}
Mileage:78909	{"count": 9}
Mileage:79263	{"count": 21}
Mileage:79399	{"count": 5}
Mileage:79459	{"count": 15}
Mileage:79497	{"count": 5}
Mileage:79502	{"count": 17}
Mileage:79977	{"count": 11}
Mileage:80161	{"count": 8}
Mileage:80271	{"count": 5}
Mileage:81016	{"count": 12}
Mileage:81025	{"count": 16}
Mileage:81034	{"count": 14}
Mileage:81550	{"count": 18}
Mileage:81682	{"count": 17}
Mileage:82251	{"count": 7}
Mileage:82439	{"count": 15}
Mileage:82577	{"count": 22}
Mileage:82585	{"count": 10}
Mileage:82950	{"count": 4}
Mileage:82952	{"count": 7}
Mileage:83118	{"count": 11}
Mileage:83143	{"count": 8}
Mileage:83210	{"count": 4}
Mileage:83336	{"count": 45}
Mileage:83371	{"count": 7}
Mileage:83559	{"count": 2}
Mileage:83744	{"count": 13}
Mileage:84009	{"count": 9}
Mileage:84153	{"count": 12}
Mileage:84281	{"count": 4}
Mileage:84610	{"count": 8}
Mileage:84688	{"count": 9}
Mileage:84926	{"count": 6}
Mileage:85212	{"count": 4}
Mileage:85240	{"count": 18}
Mileage:85306	{"count": 15}
Mileage:85356	{"count": 7}
Mileage:85502	{"count": 29}
Mileage:85941	{"count": 16}
Mileage:86166	{"count": 11}
Mileage:86364	{"count": 3}
Mileage:86655	{"count": 23}
Mileage:86720	{"count": 5}
Mileage:86750	{"count": 11}
Mileage:86983	{"count": 2}
Mileage:87142	{"count": 6}
Mileage:87297	{"count": 3}
Mileage:8730	{"count": 15}
Mileage:87708	{"count": 18}
Mileage:87785	{"count": 9}
Mileage:87889	{"count": 6}
Mileage:8809	{"count": 33}
Mileage:88091	{"count": 7}
Mileage:88126	{"count": 14}
Mileage:88298	{"count": 30}
Mileage:88689	{"count": 11}
Mileage:88933	{"count": 10}
Mileage:89030	{"count": 159}
Mileage:89104	{"count": 7}
Mileage:89215	{"count": 2}
Mileage:89268	{"count": 4}
Mileage:89321	{"count": 10}
Mileage:89383	{"count": 12}
Mileage:90133	{"count": 9}
Mileage:90191	{"count": 5}
Mileage:90223	{"count": 8}
Mileage:90290	{"count": 16}
Mileage:90292	{"count": 10}
Mileage:90351	{"count": 4}
Mileage:90368	{"count": 8}
Mileage:90400	{"count": 9}
Mileage:90634	{"count": 31}
Mileage:90889	{"count": 11}
Mileage:91077	{"count": 8}
Mileage:91274	{"count": 23}
Mileage:91507	{"count": 6}
Mileage:91580	{"count": 9}
Mileage:91855	{"count": 7}
Mileage:91934	{"count": 1}
Mileage:91960	{"count": 2}
Mileage:92298	{"count": 12}
Mileage:92323	{"count": 4}
Mileage:92374	{"count": 9}
Mileage:92550	{"count": 11}
Mileage:92863	{"count": 5}
Mileage:92900	{"count": 6}
Mileage:92920	{"count": 6}
Mileage:93035	{"count": 2}
Mileage:93423	{"count": 7}
Mileage:93471	{"count": 12}
Mileage:9383	{"count": 11}
Mileage:93978	{"count": 5}
Mileage:94033	{"count": 21}
Mileage:94159	{"count": 6}
Mileage:94327	{"count": 2}
Mileage:94594	{"count": 9}
Mileage:94792	{"count": 28}
Mileage:94987	{"count": 11}
Mileage:95095	{"count": 7}
Mileage:95214	{"count": 30}
Mileage:95412	{"count": 3}
Mileage:95449	{"count": 3}
Mileage:95556	{"count": 6}
Mileage:95594	{"count": 27}
Mileage:95658	{"count": 12}
Mileage:95877	{"count": 6}
Mileage:95961	{"count": 2}
Mileage:96086	{"count": 4}
Mileage:96992	{"count": 4}
Mileage:97055	{"count": 13}
Mileage:97246	{"count": 13}
Mileage:97436	{"count": 4}
Mileage:97552	{"count": 7}
Mileage:97721	{"count": 4}
Mileage:97836	{"count": 15}
Mileage:98114	{"count": 3}
Mileage:98276	{"count": 16}
Mileage:98342	{"count": 8}
Mileage:98365	{"count": 10}
Mileage:98794	{"count": 20}
Mileage:98857	{"count": 13}
Mileage:99020	{"count": 3}
Mileage:99131	{"count": 11}
Mileage:99164	{"count": 4}
Mileage:99382	{"count": 4}
Mileage:99951	{"count": 17}
Mileage:99976	{"count": 6}
Model:1500	{"count": 24}
Model:200	{"count": 75}
Model:2500	{"count": 10}
Model:3 Series	{"count": 290}
Model:300	{"count": 65}
Model:300M	{"count": 10}
Model:3500	{"count": 71}
Model:4 Series	{"count": 9}
Model:4C	{"count": 10}
Model:4Runner	{"count": 238}
Model:5 Series	{"count": 74}
Model:500	{"count": 9}
Model:7 Series	{"count": 93}
Model:9-3	{"count": 8}
Model:911	{"count": 23}
Model:A5	{"count": 5}
Model:A6	{"count": 16}
Model:Acadia	{"count": 21}
Model:Accent	{"count": 38}
Model:Accord	{"count": 216}
Model:Aerio	{"count": 4}
Model:Altima	{"count": 222}
Model:Armada	{"count": 17}
Model:Arnage	{"count": 2}
Model:Atlas	{"count": 6}
Model:Avalanche 1500	{"count": 38}
Model:Avalon	{"count": 14}
Model:Avenger	{"count": 25}
Model:Aveo	{"count": 36}
Model:B-Series	{"count": 37}
Model:Beetle	{"count": 10}
Model:Bonneville	{"count": 3}
Model:Boxster	{"count": 6}
Model:C	{"count": 224}
Model:C-Class	{"count": 65}
Model:C/K 10	{"count": 6}
Model:C/K 3500	{"count": 6}
Model:CC	{"count": 7}
Model:CLK	{"count": 10}
Model:CR-V	{"count": 75}
Model:CR-Z	{"count": 9}
Model:CTS	{"count": 190}
Model:CX-5	{"count": 2}
Model:CX-7	{"count": 6}
Model:Caliber	{"count": 3}
Model:Camaro	{"count": 39}
Model:Camry	{"count": 244}
Model:Cayenne	{"count": 7}
Model:Century	{"count": 4}
Model:Challenger	{"count": 11}
Model:Charger	{"count": 123}
Model:Cherokee	{"count": 6}
Model:Civic	{"count": 249}
Model:Cobalt	{"count": 41}
Model:Colorado	{"count": 71}
Model:Commander	{"count": 34}
Model:Compass	{"count": 5}
Model:Continental	{"count": 14}
Model:Cooper	{"count": 70}
Model:Cooper Roadster	{"count": 4}
Model:Corolla	{"count": 160}
Model:Corvette	{"count": 135}
Model:Coupe	{"count": 8}
Model:Cruze	{"count": 53}
Model:DTS	{"count": 38}
Model:Dakota	{"count": 52}
Model:Dart	{"count": 23}
Model:DeVille	{"count": 29}
Model:Discovery	{"count": 35}
Model:Durango	{"count": 23}
Model:E	{"count": 14}
Model:E-Class	{"count": 66}
Model:ES	{"count": 75}
Model:Eclipse	{"count": 5}
Model:Econoline	{"count": 86}
Model:Edge	{"count": 56}
Model:El Camino	{"count": 11}
Model:Elantra	{"count": 46}
Model:Element	{"count": 25}
Model:Encore	{"count": 2}
Model:Envoy	{"count": 50}
Model:Equinox	{"count": 102}
Model:Escalade	{"count": 67}
Model:Escape	{"count": 58}
Model:Excursion	{"count": 5}
Model:Expedition	{"count": 74}
Model:Explorer	{"count": 84}
Model:Explorer Sport Trac	{"count": 17}
Model:Express	{"count": 25}
Model:F-150	{"count": 240}
Model:F-250	{"count": 193}
Model:F-350	{"count": 65}
Model:FX35	{"count": 19}
Model:Fiesta	{"count": 18}
Model:Five Hundred	{"count": 5}
Model:Flex	{"count": 18}
Model:Focus	{"count": 80}
Model:Forester	{"count": 16}
Model:Forte	{"count": 19}
Model:Fortwo	{"count": 20}
Model:Frontier	{"count": 49}
Model:Fusion	{"count": 86}
Model:G35	{"count": 22}
Model:G37	{"count": 29}
Model:G6	{"count": 98}
Model:GLK	{"count": 8}
Model:GS	{"count": 17}
Model:GTI	{"count": 28}
Model:Genesis	{"count": 5}
Model:Golf	{"count": 52}
Model:GranTurismo	{"count": 17}
Model:Grand Caravan	{"count": 49}
Model:Grand Cherokee	{"count": 159}
Model:Grand Prix	{"count": 5}
Model:H2	{"count": 8}
Model:H3	{"count": 23}
Model:HHR	{"count": 6}
Model:Highlander	{"count": 25}
Model:I30	{"count": 26}
Model:I35	{"count": 31}
Model:IS	{"count": 26}
Model:Impala	{"count": 133}
Model:Impreza	{"count": 24}
Model:Jetta	{"count": 157}
Model:Jimmy	{"count": 13}
Model:Journey	{"count": 12}
Model:Karma	{"count": 5}
Model:LS	{"count": 81}
Model:LaCrosse	{"count": 52}
Model:Land Cruiser	{"count": 11}
Model:LeSabre	{"count": 14}
Model:Liberty	{"count": 55}
Model:Lucerne	{"count": 9}
Model:M-Class	{"count": 4}
Model:M35	{"count": 5}
Model:MDX	{"count": 36}
Model:ML	{"count": 4}
Model:MPV	{"count": 7}
Model:Magnum	{"count": 14}
Model:Malibu	{"count": 175}
Model:Malibu Classic	{"count": 4}
Model:Mariner	{"count": 9}
Model:Maxima	{"count": 63}
Model:Mazda2	{"count": 14}
Model:Mazda3	{"count": 28}
Model:Mazda6	{"count": 36}
Model:Miata	{"count": 1}
Model:Millenia	{"count": 2}
Model:Monte Carlo	{"count": 12}
Model:Montero	{"count": 6}
Model:Murano	{"count": 36}
Model:Mustang	{"count": 170}
Model:NSX	{"count": 16}
Model:Navigator	{"count": 21}
Model:Neon	{"count": 8}
Model:New Beetle	{"count": 14}
Model:Nitro	{"count": 39}
Model:Odyssey	{"count": 56}
Model:Optima	{"count": 16}
Model:Outback	{"count": 35}
Model:Outlander	{"count": 27}
Model:Outlander Sport	{"count": 12}
Model:PT Cruiser	{"count": 13}
Model:Pacifica	{"count": 5}
Model:Park Avenue	{"count": 9}
Model:Passat	{"count": 135}
Model:Pathfinder	{"count": 87}
Model:Patriot	{"count": 63}
Model:Pickup	{"count": 9}
Model:Pilot	{"count": 32}
Model:Prius	{"count": 29}
Model:Q45	{"count": 7}
Model:Q5	{"count": 17}
Model:Q7	{"count": 10}
Model:QX4	{"count": 5}
Model:Quattroporte	{"count": 21}
Model:RAV4	{"count": 82}
Model:RX	{"count": 78}
Model:Rabbit	{"count": 11}
Model:Rainier	{"count": 10}
Model:Ram 1500	{"count": 185}
Model:Ram 2500	{"count": 14}
Model:Range Rover	{"count": 61}
Model:Ranger	{"count": 102}
Model:Regal	{"count": 3}
Model:Rendezvous	{"count": 14}
Model:Reno	{"count": 7}
Model:Rio	{"count": 25}
Model:Rio5	{"count": 8}
Model:Rogue	{"count": 29}
Model:Rondo	{"count": 4}
Model:S-10	{"count": 12}
Model:S-Class	{"count": 10}
Model:S4	{"count": 7}
Model:S60	{"count": 7}
Model:S80	{"count": 3}
Model:SC	{"count": 68}
Model:SL	{"count": 14}
Model:SL-Class	{"count": 14}
Model:SLK	{"count": 4}
Model:SRX	{"count": 134}
Model:STS	{"count": 41}
Model:Santa Fe	{"count": 25}
Model:Savana	{"count": 6}
Model:Sebring	{"count": 2}
Model:Sedona	{"count": 6}
Model:Sentra	{"count": 64}
Model:Sequoia	{"count": 22}
Model:Sierra 1500	{"count": 118}
Model:Sierra 2500	{"count": 4}
Model:Sierra 2500HD	{"count": 20}
Model:Silverado 1500	{"count": 164}
Model:Silverado 2500HD	{"count": 48}
Model:Silverado 3500	{"count": 27}
Model:Silverado 3500HD	{"count": 5}
Model:Sonata	{"count": 127}
Model:Sonic	{"count": 12}
Model:Sorento	{"count": 123}
Model:Soul	{"count": 17}
Model:Spark	{"count": 14}
Model:Sportage	{"count": 6}
Model:Suburban 1500	{"count": 114}
Model:TL	{"count": 21}
Model:TLX	{"count": 2}
Model:TSX	{"count": 7}
Model:TT	{"count": 12}
Model:Tacoma	{"count": 187}
Model:Tahoe	{"count": 149}
Model:Taurus	{"count": 94}
Model:Terrain	{"count": 4}
Model:Tiburon	{"count": 16}
Model:Tiguan	{"count": 82}
Model:Titan	{"count": 34}
Model:Touareg	{"count": 18}
Model:Town & Country	{"count": 26}
Model:Town Car	{"count": 9}
Model:TrailBlazer	{"count": 41}
Model:Traverse	{"count": 55}
Model:Tribeca	{"count": 22}
Model:Tucson	{"count": 17}
Model:Tundra	{"count": 62}
Model:VUE	{"count": 20}
Model:Veloster	{"count": 15}
Model:Versa	{"count": 22}
Model:Wrangler	{"count": 243}
Model:X3	{"count": 47}
Model:X5	{"count": 76}
Model:XC90	{"count": 23}
Model:XJ	{"count": 38}
Model:Xterra	{"count": 39}
Model:Yaris	{"count": 16}
Model:Yukon	{"count": 51}
Model:Yukon XL	{"count": 33}
Model:Z	{"count": 11}
Model:Z3	{"count": 17}
Model:Z4	{"count": 4}
Model:tC	{"count": 12}
Model:xB	{"count": 38}
Monsoon Sound System	{"count": 19}
Multi-Link Suspension	{"count": 137}
Multi-Stage Front Airbags	{"count": 212}
Multi-Zone Climate Control	{"count": 91}
Multimedia Interface	{"count": 103}
MyKey System	{"count": 94}
Navigation System	{"count": 1044}
New Brakes	{"count": 5}
New Tires	{"count": 248}
NissanConnect	{"count": 15}
Off-Road Package	{"count": 50}
Off-Road Tires	{"count": 28}
OnStar Communication System	{"count": 419}
One-Touch Integrated Start	{"count": 6}
One-Touch Power Windows	{"count": 493}
Overhead Airbag	{"count": 163}
Overhead Console	{"count": 1272}
Paddle Shifter	{"count": 56}
Panic Button	{"count": 954}
Panorama Sunroof	{"count": 93}
Parking Assist System	{"count": 272}
Parking Sensors	{"count": 362}
Partial Zero Emissions Vehicle	{"count": 60}
Pass-Through Rear Seat	{"count": 278}
Pass-through Rear Seat	{"count": 60}
Passenger Adjustable Lumbar	{"count": 61}
Passenger Seat Mounted Armrest	{"count": 7}
Passenger Sensing Airbag	{"count": 2165}
Passenger Van	{"count": 51}
Perforated Seats	{"count": 22}
Performance Package	{"count": 20}
Permanent Locking Hubs	{"count": 33}
Personal Safety System	{"count": 93}
Pioneer Sound System	{"count": 22}
Post-Collision Safety System	{"count": 47}
Power Doors	{"count": 803}
Power Equipment	{"count": 813}
Power Folding Rear Seats	{"count": 14}
Power Locks	{"count": 5460}
Power Mirrors	{"count": 4116}
Power Outlet	{"count": 2734}
Power Package	{"count": 5}
Power Seat (Driver)	{"count": 1549}
Power Seat (Dual)	{"count": 1808}
Power Seat (Passenger)	{"count": 395}
Power Sliding Doors	{"count": 3}
Power Steering	{"count": 4868}
Power Sun/Moonroof	{"count": 1002}
Power Tailgate	{"count": 29}
Power Top	{"count": 63}
Power Windows	{"count": 5296}
Precrash System	{"count": 139}
Premium Package	{"count": 15}
Premium Sound System	{"count": 426}
Premium Wheels	{"count": 12}
Previously Salvaged	{"count": 26}
Price:0.0	{"count": 3181}
Price:1000.0	{"count": 5}
Price:10000.0	{"count": 14}
Price:10095.0	{"count": 4}
Price:10400.0	{"count": 5}
Price:10450.0	{"count": 4}
Price:10488.0	{"count": 13}
Price:10490.0	{"count": 10}
Price:10500.0	{"count": 13}
Price:10505.0	{"count": 7}
Price:10575.0	{"count": 29}
Price:10588.0	{"count": 15}
Price:10788.0	{"count": 8}
Price:10900.0	{"count": 66}
Price:10950.0	{"count": 8}
Price:10980.0	{"count": 6}
Price:10988.0	{"count": 4}
Price:10990.0	{"count": 3}
Price:10991.0	{"count": 95}
Price:10995.0	{"count": 108}
Price:10999.0	{"count": 37}
Price:11222.0	{"count": 5}
Price:11325.0	{"count": 3}
Price:11495.0	{"count": 13}
Price:11500.0	{"count": 41}
Price:11550.0	{"count": 4}
Price:11770.0	{"count": 6}
Price:11800.0	{"count": 5}
Price:11900.0	{"count": 53}
Price:11950.0	{"count": 5}
Price:11990.0	{"count": 13}
Price:11991.0	{"count": 2}
Price:11995.0	{"count": 50}
Price:11998.0	{"count": 3}
Price:12450.0	{"count": 14}
Price:12500.0	{"count": 56}
Price:12575.0	{"count": 20}
Price:12650.0	{"count": 5}
Price:12800.0	{"count": 10}
Price:12900.0	{"count": 31}
Price:12944.0	{"count": 7}
Price:12950.0	{"count": 74}
Price:12975.0	{"count": 22}
Price:12980.0	{"count": 7}
Price:12990.0	{"count": 11}
Price:12995.0	{"count": 58}
Price:12999.0	{"count": 39}
Price:13000.0	{"count": 7}
Price:13490.0	{"count": 22}
Price:13495.0	{"count": 17}
Price:13500.0	{"count": 19}
Price:13777.0	{"count": 10}
Price:13900.0	{"count": 45}
Price:13980.0	{"count": 5}
Price:13986.0	{"count": 10}
Price:13988.0	{"count": 11}
Price:13990.0	{"count": 15}
Price:13991.0	{"count": 7}
Price:13995.0	{"count": 80}
Price:14188.0	{"count": 28}
Price:14400.0	{"count": 9}
Price:14425.0	{"count": 9}
Price:14450.0	{"count": 7}
Price:1450.0	{"count": 18}
Price:14500.0	{"count": 15}
Price:14595.0	{"count": 4}
Price:14869.0	{"count": 2}
Price:14950.0	{"count": 49}
Price:14980.0	{"count": 11}
Price:14991.0	{"count": 13}
Price:14995.0	{"count": 33}
Price:14998.0	{"count": 2}
Price:14999.0	{"count": 23}
Price:1500.0	{"count": 13}
Price:15000.0	{"count": 2}
Price:15162.0	{"count": 12}
Price:15236.0	{"count": 7}
Price:15400.0	{"count": 11}
Price:15495.0	{"count": 9}
Price:1550.0	{"count": 36}
Price:15550.0	{"count": 4}
Price:15577.0	{"count": 7}
Price:15700.0	{"count": 7}
Price:15899.0	{"count": 4}
Price:15900.0	{"count": 73}
Price:15950.0	{"count": 12}
Price:15975.0	{"count": 8}
Price:15990.0	{"count": 14}
Price:15995.0	{"count": 124}
Price:15997.0	{"count": 14}
Price:15999.0	{"count": 24}
Price:16199.0	{"count": 2}
Price:16850.0	{"count": 31}
Price:16867.0	{"count": 13}
Price:16895.0	{"count": 5}
Price:16900.0	{"count": 6}
Price:16950.0	{"count": 8}
Price:16980.0	{"count": 14}
Price:16988.0	{"count": 8}
Price:16990.0	{"count": 9}
Price:16995.0	{"count": 38}
Price:16998.0	{"count": 4}
Price:16999.0	{"count": 21}
Price:17047.0	{"count": 2}
Price:17199.0	{"count": 9}
Price:17334.0	{"count": 2}
Price:17490.0	{"count": 22}
Price:17495.0	{"count": 9}
Price:17510.0	{"count": 3}
Price:17750.0	{"count": 4}
Price:17850.0	{"count": 10}
Price:17935.0	{"count": 12}
Price:17986.0	{"count": 20}
Price:17990.0	{"count": 14}
Price:17995.0	{"count": 27}
Price:18150.0	{"count": 2}
Price:18200.0	{"count": 2}
Price:18288.0	{"count": 7}
Price:18335.0	{"count": 9}
Price:18750.0	{"count": 14}
Price:18817.0	{"count": 9}
Price:18900.0	{"count": 6}
Price:18950.0	{"count": 7}
Price:18975.0	{"count": 9}
Price:18980.0	{"count": 8}
Price:18995.0	{"count": 37}
Price:18999.0	{"count": 12}
Price:19595.0	{"count": 22}
Price:1990.0	{"count": 11}
Price:19900.0	{"count": 50}
Price:19950.0	{"count": 29}
Price:19995.0	{"count": 31}
Price:2000.0	{"count": 6}
Price:20499.0	{"count": 11}
Price:20900.0	{"count": 5}
Price:20950.0	{"count": 45}
Price:20975.0	{"count": 32}
Price:20995.0	{"count": 10}
Price:20999.0	{"count": 6}
Price:21500.0	{"count": 8}
Price:21750.0	{"count": 13}
Price:21950.0	{"count": 39}
Price:21980.0	{"count": 14}
Price:21991.0	{"count": 2}
Price:21998.0	{"count": 4}
Price:2200.0	{"count": 9}
Price:22485.0	{"count": 21}
Price:22498.0	{"count": 22}
Price:2250.0	{"count": 5}
Price:22950.0	{"count": 15}
Price:22995.0	{"count": 13}
Price:22999.0	{"count": 12}
Price:23180.0	{"count": 5}
Price:23395.0	{"count": 2}
Price:23500.0	{"count": 13}
Price:23750.0	{"count": 13}
Price:23898.0	{"count": 11}
Price:23900.0	{"count": 2}
Price:23934.0	{"count": 2}
Price:23950.0	{"count": 27}
Price:23975.0	{"count": 2}
Price:23980.0	{"count": 13}
Price:23995.0	{"count": 22}
Price:24379.0	{"count": 5}
Price:2495.0	{"count": 20}
Price:2499.0	{"count": 13}
Price:24995.0	{"count": 12}
Price:24999.0	{"count": 2}
Price:2500.0	{"count": 37}
Price:25260.0	{"count": 9}
Price:25490.0	{"count": 26}
Price:25900.0	{"count": 5}
Price:25995.0	{"count": 4}
Price:26050.0	{"count": 15}
Price:26800.0	{"count": 8}
Price:26855.0	{"count": 2}
Price:26900.0	{"count": 10}
Price:26945.0	{"count": 4}
Price:2695.0	{"count": 4}
Price:26995.0	{"count": 44}
Price:2700.0	{"count": 7}
Price:2750.0	{"count": 7}
Price:27800.0	{"count": 21}
Price:27900.0	{"count": 15}
Price:27995.0	{"count": 8}
Price:2800.0	{"count": 18}
Price:28090.0	{"count": 8}
Price:28500.0	{"count": 3}
Price:28901.0	{"count": 11}
Price:28995.0	{"count": 7}
Price:2900.0	{"count": 11}
Price:29000.0	{"count": 22}
Price:2950.0	{"count": 9}
Price:29895.0	{"count": 15}
Price:2995.0	{"count": 47}
Price:2999.0	{"count": 61}
Price:3000.0	{"count": 5}
Price:30950.0	{"count": 5}
Price:30995.0	{"count": 8}
Price:31000.0	{"count": 2}
Price:31477.0	{"count": 2}
Price:32270.0	{"count": 7}
Price:3295.0	{"count": 3}
Price:32987.0	{"count": 5}
Price:3300.0	{"count": 5}
Price:33450.0	{"count": 13}
Price:33500.0	{"count": 6}
Price:33850.0	{"count": 16}
Price:33917.0	{"count": 9}
Price:33989.0	{"count": 8}
Price:3488.0	{"count": 40}
Price:3495.0	{"count": 13}
Price:3500.0	{"count": 62}
Price:35070.0	{"count": 7}
Price:35205.0	{"count": 12}
Price:36800.0	{"count": 2}
Price:3750.0	{"count": 10}
Price:3775.0	{"count": 4}
Price:3798.0	{"count": 4}
Price:37995.0	{"count": 31}
Price:3900.0	{"count": 5}
Price:3950.0	{"count": 20}
Price:3975.0	{"count": 14}
Price:3985.0	{"count": 20}
Price:3990.0	{"count": 18}
Price:3995.0	{"count": 70}
Price:39950.0	{"count": 22}
Price:3998.0	{"count": 9}
Price:3999.0	{"count": 10}
Price:39995.0	{"count": 62}
Price:4000.0	{"count": 10}
Price:40000.0	{"count": 2}
Price:40185.0	{"count": 6}
Price:41999.0	{"count": 6}
Price:4200.0	{"count": 6}
Price:4250.0	{"count": 6}
Price:4295.0	{"count": 7}
Price:42999.0	{"count": 7}
Price:4375.0	{"count": 10}
Price:4395.0	{"count": 30}
Price:4450.0	{"count": 20}
Price:4495.0	{"count": 40}
Price:4500.0	{"count": 4}
Price:45950.0	{"count": 10}
Price:4650.0	{"count": 3}
Price:4695.0	{"count": 6}
Price:4700.0	{"count": 2}
Price:4750.0	{"count": 12}
Price:47950.0	{"count": 16}
Price:4800.0	{"count": 29}
Price:4850.0	{"count": 26}
Price:48917.0	{"count": 10}
Price:4900.0	{"count": 52}
Price:4976.0	{"count": 5}
Price:4990.0	{"count": 11}
Price:4995.0	{"count": 214}
Price:4999.0	{"count": 27}
Price:49995.0	{"count": 2}
Price:500.0	{"count": 19}
Price:5000.0	{"count": 16}
Price:5295.0	{"count": 7}
Price:5350.0	{"count": 5}
Price:5395.0	{"count": 4}
Price:5490.0	{"count": 22}
Price:5495.0	{"count": 27}
Price:5499.0	{"count": 5}
Price:5500.0	{"count": 36}
Price:5575.0	{"count": 9}
Price:55999.0	{"count": 14}
Price:5675.0	{"count": 6}
Price:5688.0	{"count": 52}
Price:5690.0	{"count": 12}
Price:5695.0	{"count": 4}
Price:5795.0	{"count": 15}
Price:5850.0	{"count": 5}
Price:5875.0	{"count": 4}
Price:5888.0	{"count": 5}
Price:5895.0	{"count": 10}
Price:5899.0	{"count": 28}
Price:5900.0	{"count": 69}
Price:5950.0	{"count": 6}
Price:5988.0	{"count": 19}
Price:5990.0	{"count": 29}
Price:59900.0	{"count": 17}
Price:5995.0	{"count": 343}
Price:5997.0	{"count": 15}
Price:5999.0	{"count": 82}
Price:6000.0	{"count": 20}
Price:6250.0	{"count": 75}
Price:6450.0	{"count": 49}
Price:6499.0	{"count": 10}
Price:6500.0	{"count": 48}
Price:6600.0	{"count": 20}
Price:6700.0	{"count": 18}
Price:6780.0	{"count": 10}
Price:67995.0	{"count": 25}
Price:6800.0	{"count": 6}
Price:6850.0	{"count": 13}
Price:6900.0	{"count": 69}
Price:6950.0	{"count": 26}
Price:6976.0	{"count": 16}
Price:6981.0	{"count": 19}
Price:6990.0	{"count": 33}
Price:6995.0	{"count": 237}
Price:6999.0	{"count": 87}
Price:69999.0	{"count": 5}
Price:7000.0	{"count": 14}
Price:7199.0	{"count": 9}
Price:7200.0	{"count": 14}
Price:7250.0	{"count": 4}
Price:7277.0	{"count": 34}
Price:7295.0	{"count": 19}
Price:7300.0	{"count": 44}
Price:7450.0	{"count": 5}
Price:7495.0	{"count": 15}
Price:7499.0	{"count": 74}
Price:7500.0	{"count": 47}
Price:7550.0	{"count": 14}
Price:7700.0	{"count": 4}
Price:7770.0	{"count": 4}
Price:7787.0	{"count": 13}
Price:7800.0	{"count": 2}
Price:7895.0	{"count": 22}
Price:7899.0	{"count": 8}
Price:7900.0	{"count": 51}
Price:7950.0	{"count": 24}
Price:7981.0	{"count": 14}
Price:7988.0	{"count": 15}
Price:7990.0	{"count": 48}
Price:7995.0	{"count": 566}
Price:7999.0	{"count": 114}
Price:8287.0	{"count": 24}
Price:8400.0	{"count": 8}
Price:8495.0	{"count": 23}
Price:8499.0	{"count": 28}
Price:8500.0	{"count": 19}
Price:8595.0	{"count": 10}
Price:8788.0	{"count": 4}
Price:8888.0	{"count": 8}
Price:8900.0	{"count": 13}
Price:8950.0	{"count": 136}
Price:8975.0	{"count": 56}
Price:8981.0	{"count": 2}
Price:8990.0	{"count": 15}
Price:8995.0	{"count": 226}
Price:8999.0	{"count": 28}
Price:9250.0	{"count": 4}
Price:9475.0	{"count": 21}
Price:9477.0	{"count": 4}
Price:9490.0	{"count": 4}
Price:9495.0	{"count": 12}
Price:9499.0	{"count": 6}
Price:9505.0	{"count": 15}
Price:9699.0	{"count": 4}
Price:9700.0	{"count": 9}
Price:9750.0	{"count": 8}
Price:9788.0	{"count": 20}
Price:9790.0	{"count": 9}
Price:9795.0	{"count": 2}
Price:9800.0	{"count": 23}
Price:9888.0	{"count": 8}
Price:9900.0	{"count": 16}
Price:9950.0	{"count": 7}
Price:9975.0	{"count": 33}
Price:9981.0	{"count": 8}
Price:9988.0	{"count": 25}
Price:9990.0	{"count": 4}
Price:9995.0	{"count": 131}
Price:9999.0	{"count": 22}
Privacy Glass	{"count": 860}
Quad Cab	{"count": 181}
Racing Stripes	{"count": 4}
Radio Data System	{"count": 800}
Rain Brake Support	{"count": 25}
Rain-Sensing Wipers	{"count": 568}
Reading Lights	{"count": 2792}
Real-Time Traffic	{"count": 40}
Rear A/C Controls	{"count": 2}
Rear Air Conditioning	{"count": 898}
Rear Air Ducts	{"count": 58}
Rear Anti-Roll Bar	{"count": 162}
Rear Audio Controls	{"count": 46}
Rear Bench Seat	{"count": 1022}
Rear Bucket Seats	{"count": 9}
Rear Center Armrest	{"count": 205}
Rear Crumple Zones	{"count": 35}
Rear Disc Brakes	{"count": 21}
Rear Drum Brakes	{"count": 514}
Rear Head Airbags	{"count": 51}
Rear Headrests	{"count": 419}
Rear Heat Controls	{"count": 2}
Rear Heated Seats	{"count": 28}
Rear Power Seats	{"count": 21}
Rear Power Windows	{"count": 120}
Rear Privacy Glass	{"count": 48}
Rear Seat Entertainment	{"count": 34}
Rear Side Airbags	{"count": 295}
Rear Stabilizer Bar	{"count": 64}
Rear Ventilated Disc Brakes	{"count": 42}
Rear Window Defroster	{"count": 1609}
Rear Window Wiper	{"count": 1221}
Rear-View Camera	{"count": 603}
Remote Fuel Door Release	{"count": 1104}
Remote Start	{"count": 369}
Remote Trunk Release	{"count": 1430}
Remote Windows	{"count": 23}
Removable Seats	{"count": 139}
Removable Top	{"count": 57}
Report: false	{"count": 9741}
Report: true	{"count": 1707}
Retained Accessory Power	{"count": 47}
